,Age,Avg_Daily_Screen_Time_hr,Exceeded_Recommended_Limit,Educational_to_Recreational_Ratio,Urban_or_Rural,Gender_Female,Gender_Male,Primary_Device_Laptop,Primary_Device_Smartphone,Primary_Device_TV,Primary_Device_Tablet
5722,12,0.91,False,0.48,Urban,False,True,False,True,False,False
5723,18,4.31,True,0.31,Urban,False,True,False,True,False,False
5724,11,5.87,True,0.48,Urban,True,False,False,True,False,False
5725,11,3.68,True,0.49,Urban,False,True,False,True,False,False
5726,16,4.44,True,0.34,Urban,True,False,False,True,False,False
5727,14,4.94,True,0.3,Rural,False,True,False,True,False,False
5728,11,4.05,True,0.44,Urban,True,False,False,True,False,False
5729,10,8.44,True,0.43,Urban,False,True,False,True,False,False
5730,13,3.42,True,0.33,Rural,False,True,False,True,False,False
5731,10,3.77,True,0.48,Urban,True,False,False,False,True,False
5732,13,7.35,True,0.48,Urban,False,True,False,False,True,False
5733,18,2.39,False,0.42,Rural,False,True,False,True,False,False
5734,18,5.1,True,0.34,Urban,True,False,False,False,True,False
5735,16,3.63,True,0.41,Urban,False,True,True,False,False,False
5736,13,4.28,True,0.35,Urban,False,True,True,False,False,False
5737,11,5.52,True,0.35,Urban,True,False,True,False,False,False
5738,12,5.14,True,0.38,Rural,True,False,False,True,False,False
5739,13,2.65,False,0.42,Urban,False,True,False,True,False,False
5740,18,5.08,True,0.46,Urban,True,False,False,False,True,False
5741,10,4.02,True,0.44,Urban,False,True,False,False,False,True
5742,15,5.51,True,0.43,Rural,False,True,False,True,False,False
5743,11,3.77,True,0.3,Urban,False,True,True,False,False,False
5744,15,3.09,True,0.46,Urban,False,True,True,False,False,False
5745,17,6.11,True,0.36,Rural,False,True,False,False,False,True
5746,17,4.63,True,0.31,Urban,False,True,False,False,False,True
5747,10,7.67,True,0.43,Urban,False,True,False,True,False,False
5748,17,5.6,True,0.41,Urban,True,False,False,True,False,False
5749,14,4.94,True,0.42,Rural,False,True,False,False,True,False
5750,18,3.67,True,0.5,Urban,False,True,False,False,False,True
5751,16,3.23,True,0.34,Urban,True,False,False,True,False,False
5752,11,7.71,True,0.33,Rural,False,True,False,True,False,False
5753,15,5.78,True,0.31,Urban,True,False,False,False,False,True
5754,10,3.04,True,0.46,Rural,True,False,False,False,True,False
5755,14,2.31,False,0.42,Urban,False,True,True,False,False,False
5756,10,1.44,False,0.57,Urban,False,True,False,True,False,False
5757,14,5.06,True,0.39,Rural,True,False,True,False,False,False
5758,18,5.75,True,0.46,Urban,True,False,False,False,True,False
5759,17,6.12,True,0.34,Rural,False,True,False,False,False,True
5760,17,5.61,True,0.3,Urban,True,False,True,False,False,False
5761,18,5.34,True,0.36,Urban,False,True,True,False,False,False
5762,18,6.85,True,0.38,Urban,True,False,True,False,False,False
5763,13,2.89,False,0.34,Urban,True,False,True,False,False,False
5764,9,6.87,True,0.52,Urban,False,True,False,False,True,False
5765,18,3.97,True,0.41,Rural,True,False,False,True,False,False
5766,10,2.9,True,0.52,Urban,False,True,False,True,False,False
5767,13,4.03,True,0.39,Urban,False,True,True,False,False,False
5768,11,6.11,True,0.33,Urban,True,False,True,False,False,False
5769,13,3.1,True,0.32,Urban,True,False,False,True,False,False
5770,8,1.32,False,0.4,Rural,False,True,False,False,False,True
5771,17,2.66,False,0.31,Urban,False,True,False,True,False,False
5772,8,2.77,True,0.53,Urban,False,True,False,False,False,True
5773,10,5.83,True,0.6,Rural,True,False,False,False,True,False
5774,15,6.08,True,0.32,Urban,False,True,False,True,False,False
5775,15,3.98,True,0.41,Urban,True,False,False,True,False,False
5776,18,4.54,True,0.38,Urban,True,False,False,True,False,False
5777,11,4.17,True,0.47,Urban,True,False,False,True,False,False
5778,13,4.77,True,0.42,Rural,True,False,True,False,False,False
5779,15,5.11,True,0.39,Urban,False,True,False,True,False,False
5780,14,6.76,True,0.32,Urban,True,False,False,True,False,False
5781,18,2.01,False,0.41,Urban,True,False,False,False,True,False
5782,14,5.71,True,0.34,Urban,True,False,False,True,False,False
5783,11,3.54,True,0.45,Urban,False,True,False,True,False,False
5784,16,4.38,True,0.41,Urban,True,False,False,False,True,False
5785,17,2.31,False,0.47,Urban,True,False,False,True,False,False
5786,13,4.78,True,0.41,Urban,False,True,False,False,True,False
5787,18,5.33,True,0.35,Urban,True,False,False,True,False,False
5788,10,4.92,True,0.42,Urban,False,True,False,True,False,False
5789,12,6.63,True,0.31,Urban,True,False,False,False,True,False
5790,12,4.99,True,0.49,Rural,True,False,False,False,True,False
5791,12,3.17,True,0.35,Urban,False,True,True,False,False,False
5792,15,2.77,False,0.34,Urban,True,False,False,True,False,False
5793,16,5.13,True,0.31,Urban,True,False,True,False,False,False
5794,16,4.51,True,0.49,Urban,True,False,False,False,True,False
5795,13,6.02,True,0.33,Urban,True,False,False,True,False,False
5796,13,4.79,True,0.39,Urban,True,False,False,True,False,False
5797,16,3.74,True,0.45,Rural,False,True,False,True,False,False
5798,11,6.23,True,0.34,Urban,True,False,False,True,False,False
5799,13,3.17,True,0.46,Urban,False,True,True,False,False,False
5800,11,5.36,True,0.44,Urban,True,False,False,True,False,False
5801,18,4.41,True,0.34,Urban,False,True,False,False,True,False
5802,8,8.36,True,0.43,Urban,False,True,False,True,False,False
5803,14,3.3,True,0.41,Urban,False,True,False,False,True,False
5804,17,4.18,True,0.35,Urban,False,True,True,False,False,False
5805,18,5.12,True,0.39,Urban,True,False,True,False,False,False
5806,13,5.44,True,0.38,Urban,False,True,True,False,False,False
5807,16,3.1,True,0.36,Urban,True,False,False,True,False,False
5808,14,4.23,True,0.35,Urban,False,True,False,True,False,False
5809,14,3.98,True,0.34,Urban,False,True,False,False,True,False
5810,9,5.64,True,0.49,Rural,False,True,False,False,False,True
5811,18,3.32,True,0.4,Urban,True,False,False,False,False,True
5812,16,2.55,False,0.45,Urban,True,False,False,True,False,False
5813,17,3.04,True,0.39,Urban,False,True,False,True,False,False
5814,16,5.58,True,0.42,Rural,False,True,False,False,False,True
5815,13,5.97,True,0.37,Urban,True,False,False,False,True,False
5816,10,3.9,True,0.49,Rural,False,True,False,True,False,False
5817,8,1.7,False,0.51,Urban,False,True,False,False,False,True
5818,11,4.21,True,0.37,Urban,False,True,False,True,False,False
5819,10,5.72,True,0.58,Rural,True,False,False,False,False,True
5820,8,3.64,True,0.59,Rural,True,False,False,True,False,False
5821,10,4.24,True,0.52,Urban,True,False,False,False,True,False
5822,11,6.64,True,0.35,Rural,False,True,False,False,True,False
5823,15,5.25,True,0.47,Rural,False,True,False,False,False,True
5824,16,5.52,True,0.41,Urban,False,True,False,False,True,False
5825,10,4.07,True,0.47,Urban,True,False,False,True,False,False
5826,13,4.79,True,0.37,Urban,False,True,False,True,False,False
5827,17,4.57,True,0.35,Urban,True,False,False,True,False,False
5828,18,6.4,True,0.38,Rural,False,True,False,False,False,True
5829,12,5.02,True,0.45,Urban,False,True,False,True,False,False
5830,13,5.94,True,0.45,Urban,True,False,False,False,True,False
5831,11,3.16,True,0.46,Urban,False,True,False,True,False,False
5832,17,6.1,True,0.36,Urban,False,True,True,False,False,False
5833,13,6.09,True,0.49,Urban,False,True,True,False,False,False
5834,14,4.13,True,0.32,Rural,False,True,False,True,False,False
5835,16,4.68,True,0.44,Rural,True,False,True,False,False,False
5836,17,6.07,True,0.42,Urban,True,False,False,False,True,False
5837,14,6.46,True,0.46,Rural,False,True,False,True,False,False
5838,13,5.87,True,0.39,Urban,True,False,False,True,False,False
5839,8,2.19,True,0.51,Rural,False,True,False,True,False,False
5840,9,5.59,True,0.59,Rural,False,True,False,False,True,False
5841,8,2.15,True,0.6,Rural,True,False,False,False,True,False
5842,16,4.42,True,0.44,Urban,False,True,False,True,False,False
5843,17,6.33,True,0.45,Urban,True,False,False,True,False,False
5844,17,3.53,True,0.47,Urban,False,True,False,True,False,False
5845,16,4.62,True,0.32,Rural,False,True,False,False,False,True
5846,14,6.9,True,0.38,Rural,True,False,False,True,False,False
5847,9,4.49,True,0.57,Rural,True,False,False,False,True,False
5848,13,5.9,True,0.33,Urban,False,True,False,False,True,False
5849,18,4.05,True,0.35,Urban,False,True,False,False,True,False
5850,11,5.19,True,0.34,Urban,False,True,False,True,False,False
5851,8,5.52,True,0.58,Urban,True,False,False,False,True,False
5852,8,7.44,True,0.42,Urban,True,False,False,False,True,False
5853,12,4.78,True,0.48,Urban,True,False,True,False,False,False
5854,9,4.44,True,0.5,Urban,True,False,False,False,True,False
5855,11,4.01,True,0.32,Urban,True,False,False,True,False,False
5856,8,0.52,False,0.57,Urban,False,True,False,False,False,True
5857,11,3.77,True,0.35,Rural,True,False,True,False,False,False
5858,18,4.7,True,0.42,Rural,True,False,False,False,True,False
5859,13,3.4,True,0.45,Urban,True,False,False,False,False,True
5860,17,5.72,True,0.44,Urban,False,True,False,True,False,False
5861,11,3.99,True,0.38,Urban,True,False,False,True,False,False
5862,8,5.45,True,0.47,Urban,False,True,False,True,False,False
5863,14,4.94,True,0.49,Urban,False,True,False,False,True,False
5864,9,6.3,True,0.57,Rural,False,True,False,False,True,False
5865,16,4.16,True,0.46,Urban,False,True,False,True,False,False
5866,10,1.45,False,0.44,Urban,False,True,False,True,False,False
5867,15,2.29,False,0.47,Urban,False,True,False,False,True,False
5868,15,5.82,True,0.4,Rural,True,False,False,False,True,False
5869,10,3.71,True,0.54,Rural,False,True,False,True,False,False
5870,11,4.69,True,0.44,Urban,False,True,False,False,False,True
5871,9,3.36,True,0.41,Urban,True,False,False,False,False,True
5872,11,3.74,True,0.35,Urban,True,False,False,True,False,False
5873,18,5.34,True,0.37,Rural,False,True,True,False,False,False
5874,18,3.79,True,0.47,Urban,False,True,False,True,False,False
5875,18,5.95,True,0.39,Urban,True,False,False,True,False,False
5876,16,3.93,True,0.42,Urban,False,True,False,False,True,False
5877,9,5.75,True,0.51,Urban,True,False,False,False,False,True
5878,10,5.98,True,0.5,Rural,False,True,False,True,False,False
5879,18,3.38,True,0.46,Urban,False,True,True,False,False,False
5880,18,4.05,True,0.31,Urban,False,True,True,False,False,False
5881,11,4.0,True,0.49,Urban,False,True,False,False,True,False
5882,12,5.12,True,0.45,Urban,False,True,True,False,False,False
5883,8,6.45,True,0.43,Urban,False,True,False,True,False,False
5884,14,4.48,True,0.43,Urban,False,True,True,False,False,False
5885,17,4.22,True,0.31,Urban,True,False,False,False,False,True
5886,14,4.32,True,0.37,Urban,True,False,False,True,False,False
5887,16,6.01,True,0.36,Urban,True,False,False,True,False,False
5888,11,6.62,True,0.33,Rural,False,True,False,False,False,True
5889,13,4.91,True,0.45,Urban,True,False,False,False,True,False
5890,18,2.81,False,0.42,Urban,False,True,False,True,False,False
5891,9,3.01,True,0.51,Urban,True,False,False,False,False,True
5892,11,3.86,True,0.3,Urban,False,True,False,False,True,False
5893,9,4.4,True,0.58,Urban,False,True,False,False,False,True
5894,17,5.88,True,0.48,Urban,True,False,False,True,False,False
5895,12,6.52,True,0.49,Rural,True,False,False,True,False,False
5896,14,4.92,True,0.46,Rural,True,False,False,True,False,False
5897,8,4.66,True,0.52,Rural,True,False,False,False,False,True
5898,17,5.43,True,0.39,Urban,True,False,True,False,False,False
5899,17,4.36,True,0.39,Rural,False,True,True,False,False,False
5900,14,4.43,True,0.41,Urban,True,False,False,True,False,False
5901,17,5.77,True,0.45,Urban,True,False,True,False,False,False
5902,13,3.02,True,0.46,Urban,False,True,False,False,False,True
5903,13,4.73,True,0.3,Urban,False,True,False,True,False,False
5904,15,4.09,True,0.43,Rural,True,False,False,True,False,False
5905,15,3.91,True,0.41,Rural,True,False,True,False,False,False
5906,13,3.88,True,0.44,Urban,True,False,False,False,True,False
5907,10,0.0,False,0.4,Urban,True,False,False,False,True,False
5908,12,4.75,True,0.49,Rural,False,True,False,False,True,False
5909,9,7.32,True,0.48,Urban,True,False,False,False,True,False
5910,12,4.28,True,0.49,Urban,False,True,False,False,False,True
5911,16,4.69,True,0.39,Urban,True,False,False,True,False,False
5912,17,8.27,True,0.44,Urban,True,False,True,False,False,False
5913,8,1.86,False,0.59,Urban,True,False,False,False,True,False
5914,17,5.67,True,0.38,Urban,True,False,False,True,False,False
5915,12,6.57,True,0.33,Urban,True,False,False,True,False,False
5916,13,4.96,True,0.31,Urban,True,False,False,False,True,False
5917,18,4.23,True,0.43,Rural,False,True,False,False,True,False
5918,14,4.48,True,0.35,Urban,False,True,False,True,False,False
5919,16,3.87,True,0.42,Urban,False,True,False,True,False,False
5920,13,4.21,True,0.3,Urban,True,False,True,False,False,False
5921,12,3.96,True,0.34,Urban,False,True,True,False,False,False
5922,14,5.54,True,0.39,Urban,True,False,False,False,True,False
5923,8,9.71,True,0.58,Urban,True,False,False,True,False,False
5924,18,5.04,True,0.35,Urban,True,False,False,False,True,False
5925,12,4.26,True,0.35,Rural,False,True,False,False,False,True
5926,9,6.19,True,0.53,Urban,False,True,False,False,True,False
5927,11,3.41,True,0.32,Urban,False,True,False,True,False,False
5928,14,4.59,True,0.47,Urban,False,True,False,True,False,False
5929,12,5.16,True,0.46,Urban,True,False,False,False,True,False
5930,13,4.39,True,0.4,Urban,True,False,False,False,False,True
5931,9,6.48,True,0.55,Urban,True,False,False,False,True,False
5932,10,0.0,False,0.42,Urban,False,True,False,False,True,False
5933,14,4.81,True,0.3,Urban,False,True,False,False,False,True
5934,18,5.7,True,0.49,Urban,False,True,False,True,False,False
5935,9,0.0,False,0.55,Urban,True,False,False,False,True,False
5936,13,5.09,True,0.48,Urban,False,True,True,False,False,False
5937,12,5.77,True,0.45,Urban,False,True,False,True,False,False
5938,17,5.75,True,0.32,Rural,True,False,True,False,False,False
5939,8,2.16,True,0.54,Rural,False,True,False,True,False,False
5940,18,4.52,True,0.4,Rural,False,True,False,False,True,False
5941,17,5.78,True,0.49,Urban,True,False,False,False,True,False
5942,18,4.79,True,0.39,Urban,True,False,False,True,False,False
5943,11,1.82,False,0.42,Urban,True,False,True,False,False,False
5944,18,3.56,True,0.39,Urban,True,False,False,False,False,True
5945,9,2.48,True,0.54,Urban,True,False,False,False,True,False
5946,11,3.39,True,0.4,Rural,True,False,True,False,False,False
5947,8,0.99,False,0.42,Urban,False,True,False,True,False,False
5948,9,10.49,True,0.48,Urban,False,True,False,False,False,True
5949,15,5.61,True,0.41,Urban,False,True,False,True,False,False
5950,13,4.91,True,0.36,Urban,False,True,True,False,False,False
5951,9,4.76,True,0.51,Urban,False,True,False,True,False,False
5952,13,2.87,False,0.34,Urban,False,True,False,False,True,False
5953,17,4.88,True,0.45,Urban,False,True,True,False,False,False
5954,16,4.87,True,0.38,Urban,False,True,False,True,False,False
5955,14,4.47,True,0.36,Urban,False,True,False,True,False,False
5956,16,2.01,False,0.39,Urban,False,True,False,True,False,False
5957,12,5.34,True,0.45,Rural,False,True,False,True,False,False
5958,14,6.97,True,0.38,Urban,True,False,False,False,True,False
5959,18,4.17,True,0.48,Rural,False,True,False,True,False,False
5960,14,4.65,True,0.4,Rural,False,True,False,True,False,False
5961,10,1.0,False,0.48,Urban,False,True,False,False,False,True
5962,14,6.65,True,0.44,Urban,False,True,False,True,False,False
5963,8,1.25,False,0.58,Urban,False,True,False,True,False,False
5964,16,3.55,True,0.44,Urban,False,True,False,True,False,False
5965,17,4.32,True,0.42,Urban,True,False,True,False,False,False
5966,13,3.68,True,0.44,Rural,True,False,False,True,False,False
5967,12,5.04,True,0.37,Urban,False,True,False,False,False,True
5968,14,4.57,True,0.39,Urban,False,True,False,False,True,False
5969,12,2.96,False,0.45,Urban,True,False,False,True,False,False
5970,17,5.98,True,0.39,Urban,False,True,False,False,True,False
5971,12,5.72,True,0.41,Urban,True,False,False,True,False,False
5972,18,3.48,True,0.36,Urban,False,True,False,True,False,False
5973,17,6.35,True,0.4,Urban,True,False,False,True,False,False
5974,18,5.58,True,0.32,Urban,True,False,False,True,False,False
5975,14,4.97,True,0.49,Urban,False,True,False,True,False,False
5976,17,7.45,True,0.31,Urban,True,False,False,True,False,False
5977,14,4.66,True,0.47,Rural,False,True,False,False,True,False
5978,18,4.11,True,0.42,Urban,False,True,False,False,False,True
5979,10,3.26,True,0.55,Urban,False,True,False,True,False,False
5980,10,7.53,True,0.43,Urban,True,False,False,True,False,False
5981,17,4.51,True,0.37,Urban,True,False,False,True,False,False
5982,10,2.69,True,0.57,Urban,True,False,False,True,False,False
5983,13,2.79,False,0.32,Urban,True,False,True,False,False,False
5984,13,5.54,True,0.47,Urban,True,False,False,False,True,False
5985,10,2.16,True,0.49,Urban,True,False,False,False,True,False
5986,10,7.87,True,0.44,Urban,False,True,False,True,False,False
5987,15,4.58,True,0.41,Rural,True,False,False,False,False,True
5988,15,6.0,True,0.5,Urban,False,True,False,True,False,False
5989,14,3.44,True,0.41,Urban,False,True,False,True,False,False
5990,17,1.97,False,0.34,Urban,False,True,True,False,False,False
5991,11,3.11,True,0.5,Urban,True,False,False,False,False,True
5992,11,4.9,True,0.43,Urban,True,False,False,True,False,False
5993,10,1.0,False,0.46,Urban,True,False,False,False,True,False
5994,12,5.22,True,0.38,Rural,True,False,False,False,True,False
5995,10,2.97,True,0.41,Urban,True,False,False,False,True,False
5996,15,5.86,True,0.33,Rural,False,True,False,True,False,False
5997,14,4.96,True,0.32,Rural,False,True,False,False,False,True
5998,10,5.87,True,0.5,Rural,False,True,False,True,False,False
5999,16,3.99,True,0.42,Urban,False,True,False,True,False,False
6000,12,3.73,True,0.36,Urban,False,True,False,True,False,False
6001,16,6.22,True,0.35,Urban,True,False,False,True,False,False
6002,14,5.23,True,0.36,Urban,False,True,False,True,False,False
6003,14,5.12,True,0.34,Rural,False,True,False,True,False,False
6004,13,3.89,True,0.35,Urban,False,True,False,False,True,False
6005,9,4.4,True,0.42,Rural,True,False,False,True,False,False
6006,16,3.58,True,0.45,Urban,False,True,False,False,True,False
6007,13,6.52,True,0.36,Urban,True,False,False,True,False,False
6008,15,3.39,True,0.45,Rural,True,False,False,True,False,False
6009,8,7.25,True,0.51,Rural,True,False,False,False,False,True
6010,12,4.29,True,0.46,Urban,True,False,False,True,False,False
6011,8,3.33,True,0.42,Rural,True,False,False,False,True,False
6012,17,5.34,True,0.43,Urban,False,True,False,False,False,True
6013,18,5.55,True,0.44,Urban,False,True,False,False,True,False
6014,15,4.48,True,0.5,Urban,True,False,False,False,True,False
6015,15,3.04,True,0.49,Urban,True,False,True,False,False,False
6016,8,3.0,True,0.46,Rural,False,True,False,False,True,False
6017,16,4.57,True,0.43,Urban,True,False,False,False,True,False
6018,9,1.18,False,0.46,Rural,True,False,False,False,True,False
6019,16,2.76,False,0.32,Urban,False,True,False,False,True,False
6020,8,1.19,False,0.55,Rural,True,False,False,True,False,False
6021,17,4.05,True,0.41,Urban,False,True,False,False,False,True
6022,16,4.09,True,0.49,Urban,False,True,False,True,False,False
6023,11,3.29,True,0.46,Rural,False,True,True,False,False,False
6024,16,4.6,True,0.31,Urban,False,True,False,True,False,False
6025,14,7.4,True,0.32,Rural,False,True,False,True,False,False
6026,18,4.2,True,0.36,Rural,False,True,False,True,False,False
6027,13,4.58,True,0.41,Urban,False,True,False,True,False,False
6028,12,2.42,False,0.3,Urban,True,False,True,False,False,False
6029,18,3.28,True,0.46,Urban,True,False,False,True,False,False
6030,16,4.0,True,0.32,Urban,False,True,False,False,True,False
6031,9,6.05,True,0.53,Rural,True,False,False,False,False,True
6032,18,5.27,True,0.32,Urban,False,True,True,False,False,False
6033,9,1.73,False,0.47,Urban,False,True,False,False,False,True
6034,18,5.0,True,0.34,Urban,False,True,False,True,False,False
6035,16,5.47,True,0.4,Urban,True,False,True,False,False,False
6036,10,7.38,True,0.57,Urban,False,True,False,False,False,True
6037,15,4.11,True,0.47,Urban,True,False,False,True,False,False
6038,18,3.86,True,0.36,Urban,False,True,False,True,False,False
6039,16,4.98,True,0.48,Urban,False,True,False,True,False,False
6040,15,3.51,True,0.46,Urban,False,True,True,False,False,False
6041,11,3.2,True,0.35,Urban,True,False,False,True,False,False
6042,8,8.18,True,0.46,Urban,True,False,False,False,True,False
6043,11,2.69,False,0.39,Urban,True,False,True,False,False,False
6044,16,3.9,True,0.32,Urban,True,False,False,False,True,False
6045,9,6.76,True,0.42,Urban,True,False,False,False,True,False
6046,10,0.0,False,0.45,Urban,False,True,False,True,False,False
6047,17,4.43,True,0.32,Urban,False,True,False,True,False,False
6048,15,6.51,True,0.46,Urban,True,False,False,False,False,True
6049,13,5.06,True,0.48,Rural,True,False,False,False,False,True
6050,15,3.58,True,0.47,Rural,False,True,False,False,True,False
6051,14,3.42,True,0.47,Urban,False,True,False,True,False,False
6052,12,6.41,True,0.42,Urban,True,False,False,False,True,False
6053,16,5.33,True,0.33,Rural,False,True,False,True,False,False
6054,11,3.52,True,0.49,Rural,False,True,True,False,False,False
6055,13,4.84,True,0.49,Urban,False,True,False,True,False,False
6056,9,7.83,True,0.49,Urban,True,False,False,False,True,False
6057,9,4.03,True,0.41,Urban,False,True,False,False,True,False
6058,9,0.0,False,0.51,Urban,False,True,False,False,False,True
6059,17,3.14,True,0.43,Urban,False,True,False,True,False,False
6060,14,5.7,True,0.39,Rural,False,True,False,False,True,False
6061,9,6.07,True,0.52,Rural,True,False,False,True,False,False
6062,9,0.0,False,0.5,Urban,True,False,False,True,False,False
6063,16,6.35,True,0.37,Rural,False,True,False,True,False,False
6064,14,3.78,True,0.4,Urban,True,False,False,False,False,True
6065,18,4.93,True,0.47,Rural,False,True,False,False,False,True
6066,10,7.65,True,0.57,Rural,False,True,False,False,True,False
6067,10,2.64,True,0.45,Urban,False,True,False,False,True,False
6068,14,4.52,True,0.45,Urban,True,False,True,False,False,False
6069,12,5.02,True,0.41,Urban,False,True,False,True,False,False
6070,17,3.94,True,0.42,Rural,False,True,False,False,True,False
6071,13,4.0,True,0.46,Urban,False,True,False,False,True,False
6072,15,3.95,True,0.42,Urban,True,False,True,False,False,False
6073,16,4.97,True,0.38,Urban,True,False,False,False,True,False
6074,8,2.88,True,0.43,Rural,True,False,False,False,True,False
6075,10,5.77,True,0.56,Urban,False,True,False,True,False,False
6076,18,5.01,True,0.45,Urban,True,False,False,False,True,False
6077,14,4.94,True,0.43,Urban,True,False,False,True,False,False
6078,13,4.64,True,0.5,Rural,False,True,False,True,False,False
6079,14,4.56,True,0.5,Rural,False,True,True,False,False,False
6080,15,4.04,True,0.37,Urban,False,True,True,False,False,False
6081,13,4.54,True,0.46,Urban,True,False,False,True,False,False
6082,10,1.91,False,0.54,Rural,True,False,False,False,True,False
6083,9,6.62,True,0.46,Urban,True,False,False,False,False,True
6084,14,5.89,True,0.32,Urban,True,False,False,False,True,False
6085,18,4.87,True,0.43,Urban,False,True,False,False,True,False
6086,8,2.67,True,0.58,Urban,True,False,False,False,True,False
6087,10,0.0,False,0.6,Urban,True,False,False,False,True,False
6088,18,3.75,True,0.31,Urban,False,True,True,False,False,False
6089,11,4.92,True,0.43,Urban,False,True,False,True,False,False
6090,8,0.16,False,0.59,Rural,False,True,False,True,False,False
6091,12,3.56,True,0.32,Rural,True,False,False,False,False,True
6092,17,4.63,True,0.32,Rural,True,False,True,False,False,False
6093,10,3.33,True,0.55,Rural,False,True,False,False,True,False
6094,9,4.2,True,0.57,Urban,False,True,False,False,False,True
6095,10,0.0,False,0.44,Urban,False,True,False,False,True,False
6096,15,3.77,True,0.42,Rural,True,False,True,False,False,False
6097,13,4.23,True,0.32,Urban,False,True,False,False,True,False
6098,14,4.69,True,0.44,Urban,False,True,False,True,False,False
6099,13,4.56,True,0.32,Urban,True,False,False,False,False,True
6100,13,6.08,True,0.48,Urban,False,True,True,False,False,False
6101,10,4.5,True,0.44,Urban,True,False,False,False,False,True
6102,15,2.31,False,0.48,Urban,False,True,False,False,False,True
6103,14,3.89,True,0.32,Rural,True,False,True,False,False,False
6104,14,3.97,True,0.35,Urban,False,True,True,False,False,False
6105,13,3.88,True,0.41,Urban,True,False,False,False,True,False
6106,12,4.91,True,0.46,Urban,False,True,False,True,False,False
6107,17,4.59,True,0.4,Urban,False,True,False,False,True,False
6108,15,3.63,True,0.34,Rural,False,True,False,True,False,False
6109,12,3.36,True,0.41,Rural,False,True,False,True,False,False
6110,16,2.66,False,0.45,Rural,True,False,True,False,False,False
6111,16,6.55,True,0.31,Urban,False,True,False,False,True,False
6112,8,6.76,True,0.43,Urban,False,True,False,False,False,True
6113,13,5.33,True,0.39,Urban,True,False,False,True,False,False
6114,14,4.85,True,0.49,Rural,False,True,False,True,False,False
6115,10,4.12,True,0.56,Rural,False,True,False,True,False,False
6116,14,6.21,True,0.45,Rural,True,False,True,False,False,False
6117,18,5.05,True,0.48,Rural,False,True,False,True,False,False
6118,18,5.36,True,0.32,Urban,True,False,False,True,False,False
6119,14,5.21,True,0.44,Urban,True,False,True,False,False,False
6120,18,4.68,True,0.49,Urban,True,False,False,True,False,False
6121,9,1.8,False,0.57,Urban,False,True,False,False,False,True
6122,14,3.12,True,0.47,Rural,False,True,False,False,True,False
6123,8,4.51,True,0.43,Urban,False,True,False,True,False,False
6124,12,4.83,True,0.32,Urban,False,True,False,True,False,False
6125,16,3.17,True,0.37,Urban,True,False,False,True,False,False
6126,14,5.66,True,0.35,Urban,False,True,False,True,False,False
6127,14,3.35,True,0.5,Rural,False,True,False,True,False,False
6128,18,4.67,True,0.31,Urban,True,False,True,False,False,False
6129,9,3.73,True,0.47,Rural,True,False,False,True,False,False
6130,15,4.95,True,0.31,Rural,False,True,False,False,True,False
6131,10,5.51,True,0.59,Urban,False,True,False,False,True,False
6132,15,2.68,False,0.36,Rural,True,False,False,False,False,True
6133,10,2.85,True,0.59,Urban,False,True,False,True,False,False
6134,17,1.66,False,0.37,Urban,True,False,False,True,False,False
6135,14,4.56,True,0.36,Urban,True,False,False,True,False,False
6136,9,5.68,True,0.52,Urban,True,False,False,True,False,False
6137,11,6.98,True,0.5,Rural,False,True,False,False,True,False
6138,18,4.79,True,0.49,Urban,True,False,True,False,False,False
6139,13,4.34,True,0.31,Urban,False,True,False,True,False,False
6140,18,5.94,True,0.43,Urban,True,False,True,False,False,False
6141,16,5.53,True,0.42,Rural,True,False,False,False,False,True
6142,12,4.78,True,0.47,Urban,False,True,False,True,False,False
6143,16,4.96,True,0.5,Urban,False,True,False,True,False,False
6144,12,3.36,True,0.3,Urban,True,False,False,True,False,False
6145,17,2.93,False,0.47,Rural,False,True,False,False,True,False
6146,15,3.34,True,0.34,Urban,True,False,False,True,False,False
6147,8,3.33,True,0.52,Rural,True,False,False,True,False,False
6148,14,4.03,True,0.44,Rural,False,True,False,False,True,False
6149,11,3.1,True,0.42,Urban,True,False,True,False,False,False
6150,12,4.93,True,0.31,Urban,False,True,True,False,False,False
6151,13,4.72,True,0.5,Rural,True,False,False,True,False,False
6152,12,3.64,True,0.36,Rural,False,True,False,True,False,False
6153,8,8.52,True,0.51,Urban,False,True,False,True,False,False
6154,16,5.52,True,0.46,Urban,True,False,False,False,False,True
6155,9,1.14,False,0.5,Urban,False,True,False,True,False,False
6156,16,6.38,True,0.33,Rural,True,False,False,False,False,True
6157,17,1.63,False,0.5,Rural,True,False,False,False,True,False
6158,9,8.08,True,0.5,Rural,True,False,False,True,False,False
6159,16,5.18,True,0.34,Rural,False,True,False,True,False,False
6160,13,2.93,False,0.45,Urban,False,True,True,False,False,False
6161,18,4.18,True,0.33,Urban,False,True,False,False,True,False
6162,16,4.31,True,0.41,Rural,True,False,False,False,False,True
6163,13,2.45,False,0.32,Urban,True,False,True,False,False,False
6164,13,4.92,True,0.4,Urban,False,True,True,False,False,False
6165,18,4.94,True,0.36,Urban,True,False,False,False,True,False
6166,9,3.24,True,0.48,Urban,False,True,False,False,False,True
6167,15,5.04,True,0.47,Rural,False,True,False,True,False,False
6168,10,5.35,True,0.47,Rural,False,True,False,False,True,False
