,Age,Avg_Daily_Screen_Time_hr,Exceeded_Recommended_Limit,Educational_to_Recreational_Ratio,Urban_or_Rural,Gender_Male,Primary_Device_Laptop,Primary_Device_Smartphone,Primary_Device_TV
5637,13,3.08,True,0.48,Urban,1,0,0,1
5638,11,2.99,False,0.34,Rural,1,0,1,0
5639,11,7.52,True,0.36,Rural,1,0,1,0
5640,13,3.44,True,0.33,Rural,0,0,1,0
5641,11,4.05,True,0.32,Rural,1,0,0,1
5642,15,3.71,True,0.41,Urban,1,0,1,0
5643,16,5.4,True,0.49,Urban,0,0,0,1
5644,8,6.92,True,0.43,Rural,0,0,0,0
5645,11,3.66,True,0.37,Urban,1,0,1,0
5646,11,5.11,True,0.34,Urban,1,0,1,0
5647,9,8.31,True,0.43,Urban,1,0,1,0
5648,13,6.1,True,0.44,Urban,0,0,1,0
5649,10,1.85,False,0.46,Urban,1,0,0,1
5650,14,6.7,True,0.35,Urban,1,1,0,0
5651,18,5.37,True,0.44,Rural,0,0,1,0
5652,18,1.89,False,0.39,Rural,1,0,1,0
5653,12,5.25,True,0.39,Urban,1,0,1,0
5654,11,4.74,True,0.45,Rural,0,0,1,0
5655,12,5.6,True,0.38,Urban,1,0,1,0
5656,15,3.9,True,0.35,Urban,1,0,1,0
5657,10,3.89,True,0.57,Urban,0,0,0,1
5658,14,6.27,True,0.32,Urban,0,0,0,0
5659,13,2.93,False,0.39,Urban,1,0,1,0
5660,8,3.79,True,0.47,Urban,1,0,1,0
5661,14,4.95,True,0.37,Urban,0,0,0,1
5662,14,4.13,True,0.37,Urban,0,0,1,0
5663,8,5.15,True,0.4,Urban,1,0,0,0
5664,16,5.12,True,0.42,Urban,1,1,0,0
5665,13,6.08,True,0.36,Urban,1,0,1,0
5666,9,5.88,True,0.41,Urban,1,0,1,0
5667,12,3.97,True,0.31,Urban,1,0,0,1
5668,18,5.27,True,0.31,Urban,1,0,0,1
5669,11,3.62,True,0.39,Urban,0,0,1,0
5670,14,3.3,True,0.43,Urban,0,0,1,0
5671,15,5.12,True,0.47,Urban,0,0,0,0
5672,18,4.06,True,0.32,Urban,0,0,1,0
5673,18,3.26,True,0.34,Urban,0,0,0,0
5674,8,0.3,False,0.46,Urban,1,0,0,0
5675,12,5.11,True,0.47,Urban,1,0,0,1
5676,10,4.39,True,0.55,Urban,0,0,0,1
5677,8,5.06,True,0.45,Rural,1,0,1,0
5678,10,0.0,False,0.53,Rural,0,0,0,1
5679,13,5.95,True,0.34,Rural,1,0,0,1
5680,14,3.44,True,0.45,Urban,1,0,0,1
5681,15,4.64,True,0.4,Urban,1,0,0,0
5682,18,4.72,True,0.44,Urban,0,1,0,0
5683,11,5.48,True,0.4,Urban,1,0,0,1
5684,10,3.62,True,0.44,Urban,0,0,1,0
5685,12,4.09,True,0.41,Urban,1,0,1,0
5686,16,4.11,True,0.32,Urban,1,0,0,1
5687,13,4.97,True,0.37,Rural,0,0,1,0
5688,16,5.71,True,0.44,Urban,1,1,0,0
5689,13,4.7,True,0.39,Rural,1,0,1,0
5690,9,6.15,True,0.53,Rural,0,0,0,1
5691,12,5.33,True,0.35,Urban,0,0,1,0
5692,18,2.32,False,0.3,Urban,0,0,1,0
5693,16,4.36,True,0.48,Urban,1,0,1,0
5694,15,5.25,True,0.42,Urban,0,0,1,0
5695,14,4.09,True,0.5,Urban,0,0,1,0
5696,8,0.0,False,0.48,Urban,1,0,1,0
5697,11,3.34,True,0.43,Urban,0,1,0,0
5698,14,8.74,True,0.41,Rural,0,0,1,0
5699,18,8.01,True,0.5,Urban,0,0,1,0
5700,14,5.69,True,0.43,Urban,1,0,0,1
5701,13,5.56,True,0.46,Urban,0,0,0,1
5702,15,4.5,True,0.32,Urban,0,0,0,1
5703,18,4.2,True,0.46,Urban,1,0,0,1
5704,13,4.53,True,0.48,Urban,1,0,1,0
5705,17,4.89,True,0.45,Urban,1,0,1,0
5706,10,3.79,True,0.55,Rural,0,0,1,0
5707,11,3.82,True,0.44,Urban,1,0,0,1
5708,10,4.1,True,0.59,Rural,1,0,0,0
5709,8,0.0,False,0.53,Rural,0,0,1,0
5710,17,3.99,True,0.32,Urban,0,0,0,0
5711,12,3.66,True,0.41,Urban,0,0,1,0
5712,8,3.34,True,0.49,Urban,0,0,1,0
5713,8,7.78,True,0.5,Urban,0,0,1,0
5714,9,2.99,True,0.52,Urban,1,0,1,0
5715,11,5.15,True,0.48,Urban,0,0,0,0
5716,13,6.09,True,0.42,Urban,0,0,1,0
5717,15,0.16,False,0.41,Urban,0,0,1,0
5718,10,7.34,True,0.55,Urban,0,0,1,0
5719,8,5.0,True,0.46,Urban,1,0,0,0
5720,10,4.76,True,0.55,Urban,0,0,0,1
5721,10,5.69,True,0.47,Urban,0,0,1,0
5722,12,0.91,False,0.48,Urban,1,0,1,0
5723,18,4.31,True,0.31,Urban,1,0,1,0
5724,11,5.87,True,0.48,Urban,0,0,1,0
5725,11,3.68,True,0.49,Urban,1,0,1,0
5726,16,4.44,True,0.34,Urban,0,0,1,0
5727,14,4.94,True,0.3,Rural,1,0,1,0
5728,11,4.05,True,0.44,Urban,0,0,1,0
5729,10,8.44,True,0.43,Urban,1,0,1,0
5730,13,3.42,True,0.33,Rural,1,0,1,0
5731,10,3.77,True,0.48,Urban,0,0,0,1
5732,13,7.35,True,0.48,Urban,1,0,0,1
5733,18,2.39,False,0.42,Rural,1,0,1,0
5734,18,5.1,True,0.34,Urban,0,0,0,1
5735,16,3.63,True,0.41,Urban,1,1,0,0
5736,13,4.28,True,0.35,Urban,1,1,0,0
5737,11,5.52,True,0.35,Urban,0,1,0,0
5738,12,5.14,True,0.38,Rural,0,0,1,0
5739,13,2.65,False,0.42,Urban,1,0,1,0
5740,18,5.08,True,0.46,Urban,0,0,0,1
5741,10,4.02,True,0.44,Urban,1,0,0,0
5742,15,5.51,True,0.43,Rural,1,0,1,0
5743,11,3.77,True,0.3,Urban,1,1,0,0
5744,15,3.09,True,0.46,Urban,1,1,0,0
5745,17,6.11,True,0.36,Rural,1,0,0,0
5746,17,4.63,True,0.31,Urban,1,0,0,0
5747,10,7.67,True,0.43,Urban,1,0,1,0
5748,17,5.6,True,0.41,Urban,0,0,1,0
5749,14,4.94,True,0.42,Rural,1,0,0,1
5750,18,3.67,True,0.5,Urban,1,0,0,0
5751,16,3.23,True,0.34,Urban,0,0,1,0
5752,11,7.71,True,0.33,Rural,1,0,1,0
5753,15,5.78,True,0.31,Urban,0,0,0,0
5754,10,3.04,True,0.46,Rural,0,0,0,1
5755,14,2.31,False,0.42,Urban,1,1,0,0
5756,10,1.44,False,0.57,Urban,1,0,1,0
5757,14,5.06,True,0.39,Rural,0,1,0,0
5758,18,5.75,True,0.46,Urban,0,0,0,1
5759,17,6.12,True,0.34,Rural,1,0,0,0
5760,17,5.61,True,0.3,Urban,0,1,0,0
5761,18,5.34,True,0.36,Urban,1,1,0,0
5762,18,6.85,True,0.38,Urban,0,1,0,0
5763,13,2.89,False,0.34,Urban,0,1,0,0
5764,9,6.87,True,0.52,Urban,1,0,0,1
5765,18,3.97,True,0.41,Rural,0,0,1,0
5766,10,2.9,True,0.52,Urban,1,0,1,0
5767,13,4.03,True,0.39,Urban,1,1,0,0
5768,11,6.11,True,0.33,Urban,0,1,0,0
5769,13,3.1,True,0.32,Urban,0,0,1,0
5770,8,1.32,False,0.4,Rural,1,0,0,0
5771,17,2.66,False,0.31,Urban,1,0,1,0
5772,8,2.77,True,0.53,Urban,1,0,0,0
5773,10,5.83,True,0.6,Rural,0,0,0,1
5774,15,6.08,True,0.32,Urban,1,0,1,0
5775,15,3.98,True,0.41,Urban,0,0,1,0
5776,18,4.54,True,0.38,Urban,0,0,1,0
5777,11,4.17,True,0.47,Urban,0,0,1,0
5778,13,4.77,True,0.42,Rural,0,1,0,0
5779,15,5.11,True,0.39,Urban,1,0,1,0
5780,14,6.76,True,0.32,Urban,0,0,1,0
5781,18,2.01,False,0.41,Urban,0,0,0,1
5782,14,5.71,True,0.34,Urban,0,0,1,0
5783,11,3.54,True,0.45,Urban,1,0,1,0
5784,16,4.38,True,0.41,Urban,0,0,0,1
5785,17,2.31,False,0.47,Urban,0,0,1,0
5786,13,4.78,True,0.41,Urban,1,0,0,1
5787,18,5.33,True,0.35,Urban,0,0,1,0
5788,10,4.92,True,0.42,Urban,1,0,1,0
5789,12,6.63,True,0.31,Urban,0,0,0,1
5790,12,4.99,True,0.49,Rural,0,0,0,1
5791,12,3.17,True,0.35,Urban,1,1,0,0
5792,15,2.77,False,0.34,Urban,0,0,1,0
5793,16,5.13,True,0.31,Urban,0,1,0,0
5794,16,4.51,True,0.49,Urban,0,0,0,1
5795,13,6.02,True,0.33,Urban,0,0,1,0
5796,13,4.79,True,0.39,Urban,0,0,1,0
5797,16,3.74,True,0.45,Rural,1,0,1,0
5798,11,6.23,True,0.34,Urban,0,0,1,0
5799,13,3.17,True,0.46,Urban,1,1,0,0
5800,11,5.36,True,0.44,Urban,0,0,1,0
5801,18,4.41,True,0.34,Urban,1,0,0,1
5802,8,8.36,True,0.43,Urban,1,0,1,0
5803,14,3.3,True,0.41,Urban,1,0,0,1
5804,17,4.18,True,0.35,Urban,1,1,0,0
5805,18,5.12,True,0.39,Urban,0,1,0,0
5806,13,5.44,True,0.38,Urban,1,1,0,0
5807,16,3.1,True,0.36,Urban,0,0,1,0
5808,14,4.23,True,0.35,Urban,1,0,1,0
5809,14,3.98,True,0.34,Urban,1,0,0,1
5810,9,5.64,True,0.49,Rural,1,0,0,0
5811,18,3.32,True,0.4,Urban,0,0,0,0
5812,16,2.55,False,0.45,Urban,0,0,1,0
5813,17,3.04,True,0.39,Urban,1,0,1,0
5814,16,5.58,True,0.42,Rural,1,0,0,0
5815,13,5.97,True,0.37,Urban,0,0,0,1
5816,10,3.9,True,0.49,Rural,1,0,1,0
5817,8,1.7,False,0.51,Urban,1,0,0,0
5818,11,4.21,True,0.37,Urban,1,0,1,0
5819,10,5.72,True,0.58,Rural,0,0,0,0
5820,8,3.64,True,0.59,Rural,0,0,1,0
5821,10,4.24,True,0.52,Urban,0,0,0,1
5822,11,6.64,True,0.35,Rural,1,0,0,1
5823,15,5.25,True,0.47,Rural,1,0,0,0
5824,16,5.52,True,0.41,Urban,1,0,0,1
5825,10,4.07,True,0.47,Urban,0,0,1,0
5826,13,4.79,True,0.37,Urban,1,0,1,0
5827,17,4.57,True,0.35,Urban,0,0,1,0
5828,18,6.4,True,0.38,Rural,1,0,0,0
5829,12,5.02,True,0.45,Urban,1,0,1,0
5830,13,5.94,True,0.45,Urban,0,0,0,1
5831,11,3.16,True,0.46,Urban,1,0,1,0
5832,17,6.1,True,0.36,Urban,1,1,0,0
5833,13,6.09,True,0.49,Urban,1,1,0,0
5834,14,4.13,True,0.32,Rural,1,0,1,0
5835,16,4.68,True,0.44,Rural,0,1,0,0
5836,17,6.07,True,0.42,Urban,0,0,0,1
5837,14,6.46,True,0.46,Rural,1,0,1,0
5838,13,5.87,True,0.39,Urban,0,0,1,0
5839,8,2.19,True,0.51,Rural,1,0,1,0
5840,9,5.59,True,0.59,Rural,1,0,0,1
5841,8,2.15,True,0.6,Rural,0,0,0,1
5842,16,4.42,True,0.44,Urban,1,0,1,0
5843,17,6.33,True,0.45,Urban,0,0,1,0
5844,17,3.53,True,0.47,Urban,1,0,1,0
5845,16,4.62,True,0.32,Rural,1,0,0,0
5846,14,6.9,True,0.38,Rural,0,0,1,0
5847,9,4.49,True,0.57,Rural,0,0,0,1
5848,13,5.9,True,0.33,Urban,1,0,0,1
5849,18,4.05,True,0.35,Urban,1,0,0,1
5850,11,5.19,True,0.34,Urban,1,0,1,0
5851,8,5.52,True,0.58,Urban,0,0,0,1
5852,8,7.44,True,0.42,Urban,0,0,0,1
5853,12,4.78,True,0.48,Urban,0,1,0,0
5854,9,4.44,True,0.5,Urban,0,0,0,1
5855,11,4.01,True,0.32,Urban,0,0,1,0
5856,8,0.52,False,0.57,Urban,1,0,0,0
5857,11,3.77,True,0.35,Rural,0,1,0,0
5858,18,4.7,True,0.42,Rural,0,0,0,1
5859,13,3.4,True,0.45,Urban,0,0,0,0
5860,17,5.72,True,0.44,Urban,1,0,1,0
5861,11,3.99,True,0.38,Urban,0,0,1,0
5862,8,5.45,True,0.47,Urban,1,0,1,0
5863,14,4.94,True,0.49,Urban,1,0,0,1
5864,9,6.3,True,0.57,Rural,1,0,0,1
5865,16,4.16,True,0.46,Urban,1,0,1,0
5866,10,1.45,False,0.44,Urban,1,0,1,0
5867,15,2.29,False,0.47,Urban,1,0,0,1
5868,15,5.82,True,0.4,Rural,0,0,0,1
5869,10,3.71,True,0.54,Rural,1,0,1,0
5870,11,4.69,True,0.44,Urban,1,0,0,0
5871,9,3.36,True,0.41,Urban,0,0,0,0
5872,11,3.74,True,0.35,Urban,0,0,1,0
5873,18,5.34,True,0.37,Rural,1,1,0,0
5874,18,3.79,True,0.47,Urban,1,0,1,0
5875,18,5.95,True,0.39,Urban,0,0,1,0
5876,16,3.93,True,0.42,Urban,1,0,0,1
5877,9,5.75,True,0.51,Urban,0,0,0,0
5878,10,5.98,True,0.5,Rural,1,0,1,0
5879,18,3.38,True,0.46,Urban,1,1,0,0
5880,18,4.05,True,0.31,Urban,1,1,0,0
5881,11,4.0,True,0.49,Urban,1,0,0,1
5882,12,5.12,True,0.45,Urban,1,1,0,0
5883,8,6.45,True,0.43,Urban,1,0,1,0
5884,14,4.48,True,0.43,Urban,1,1,0,0
5885,17,4.22,True,0.31,Urban,0,0,0,0
5886,14,4.32,True,0.37,Urban,0,0,1,0
5887,16,6.01,True,0.36,Urban,0,0,1,0
5888,11,6.62,True,0.33,Rural,1,0,0,0
5889,13,4.91,True,0.45,Urban,0,0,0,1
5890,18,2.81,False,0.42,Urban,1,0,1,0
5891,9,3.01,True,0.51,Urban,0,0,0,0
5892,11,3.86,True,0.3,Urban,1,0,0,1
5893,9,4.4,True,0.58,Urban,1,0,0,0
5894,17,5.88,True,0.48,Urban,0,0,1,0
5895,12,6.52,True,0.49,Rural,0,0,1,0
5896,14,4.92,True,0.46,Rural,0,0,1,0
5897,8,4.66,True,0.52,Rural,0,0,0,0
5898,17,5.43,True,0.39,Urban,0,1,0,0
5899,17,4.36,True,0.39,Rural,1,1,0,0
5900,14,4.43,True,0.41,Urban,0,0,1,0
5901,17,5.77,True,0.45,Urban,0,1,0,0
5902,13,3.02,True,0.46,Urban,1,0,0,0
5903,13,4.73,True,0.3,Urban,1,0,1,0
5904,15,4.09,True,0.43,Rural,0,0,1,0
5905,15,3.91,True,0.41,Rural,0,1,0,0
5906,13,3.88,True,0.44,Urban,0,0,0,1
5907,10,0.0,False,0.4,Urban,0,0,0,1
5908,12,4.75,True,0.49,Rural,1,0,0,1
5909,9,7.32,True,0.48,Urban,0,0,0,1
5910,12,4.28,True,0.49,Urban,1,0,0,0
5911,16,4.69,True,0.39,Urban,0,0,1,0
5912,17,8.27,True,0.44,Urban,0,1,0,0
5913,8,1.86,False,0.59,Urban,0,0,0,1
5914,17,5.67,True,0.38,Urban,0,0,1,0
5915,12,6.57,True,0.33,Urban,0,0,1,0
5916,13,4.96,True,0.31,Urban,0,0,0,1
5917,18,4.23,True,0.43,Rural,1,0,0,1
5918,14,4.48,True,0.35,Urban,1,0,1,0
5919,16,3.87,True,0.42,Urban,1,0,1,0
5920,13,4.21,True,0.3,Urban,0,1,0,0
5921,12,3.96,True,0.34,Urban,1,1,0,0
5922,14,5.54,True,0.39,Urban,0,0,0,1
5923,8,9.71,True,0.58,Urban,0,0,1,0
5924,18,5.04,True,0.35,Urban,0,0,0,1
5925,12,4.26,True,0.35,Rural,1,0,0,0
5926,9,6.19,True,0.53,Urban,1,0,0,1
5927,11,3.41,True,0.32,Urban,1,0,1,0
5928,14,4.59,True,0.47,Urban,1,0,1,0
5929,12,5.16,True,0.46,Urban,0,0,0,1
5930,13,4.39,True,0.4,Urban,0,0,0,0
5931,9,6.48,True,0.55,Urban,0,0,0,1
5932,10,0.0,False,0.42,Urban,1,0,0,1
5933,14,4.81,True,0.3,Urban,1,0,0,0
5934,18,5.7,True,0.49,Urban,1,0,1,0
5935,9,0.0,False,0.55,Urban,0,0,0,1
5936,13,5.09,True,0.48,Urban,1,1,0,0
5937,12,5.77,True,0.45,Urban,1,0,1,0
5938,17,5.75,True,0.32,Rural,0,1,0,0
5939,8,2.16,True,0.54,Rural,1,0,1,0
5940,18,4.52,True,0.4,Rural,1,0,0,1
5941,17,5.78,True,0.49,Urban,0,0,0,1
5942,18,4.79,True,0.39,Urban,0,0,1,0
5943,11,1.82,False,0.42,Urban,0,1,0,0
5944,18,3.56,True,0.39,Urban,0,0,0,0
5945,9,2.48,True,0.54,Urban,0,0,0,1
5946,11,3.39,True,0.4,Rural,0,1,0,0
5947,8,0.99,False,0.42,Urban,1,0,1,0
5948,9,10.49,True,0.48,Urban,1,0,0,0
5949,15,5.61,True,0.41,Urban,1,0,1,0
5950,13,4.91,True,0.36,Urban,1,1,0,0
5951,9,4.76,True,0.51,Urban,1,0,1,0
5952,13,2.87,False,0.34,Urban,1,0,0,1
5953,17,4.88,True,0.45,Urban,1,1,0,0
5954,16,4.87,True,0.38,Urban,1,0,1,0
5955,14,4.47,True,0.36,Urban,1,0,1,0
5956,16,2.01,False,0.39,Urban,1,0,1,0
5957,12,5.34,True,0.45,Rural,1,0,1,0
5958,14,6.97,True,0.38,Urban,0,0,0,1
5959,18,4.17,True,0.48,Rural,1,0,1,0
5960,14,4.65,True,0.4,Rural,1,0,1,0
5961,10,1.0,False,0.48,Urban,1,0,0,0
5962,14,6.65,True,0.44,Urban,1,0,1,0
5963,8,1.25,False,0.58,Urban,1,0,1,0
5964,16,3.55,True,0.44,Urban,1,0,1,0
5965,17,4.32,True,0.42,Urban,0,1,0,0
5966,13,3.68,True,0.44,Rural,0,0,1,0
5967,12,5.04,True,0.37,Urban,1,0,0,0
5968,14,4.57,True,0.39,Urban,1,0,0,1
5969,12,2.96,False,0.45,Urban,0,0,1,0
5970,17,5.98,True,0.39,Urban,1,0,0,1
5971,12,5.72,True,0.41,Urban,0,0,1,0
5972,18,3.48,True,0.36,Urban,1,0,1,0
5973,17,6.35,True,0.4,Urban,0,0,1,0
5974,18,5.58,True,0.32,Urban,0,0,1,0
5975,14,4.97,True,0.49,Urban,1,0,1,0
5976,17,7.45,True,0.31,Urban,0,0,1,0
5977,14,4.66,True,0.47,Rural,1,0,0,1
5978,18,4.11,True,0.42,Urban,1,0,0,0
5979,10,3.26,True,0.55,Urban,1,0,1,0
5980,10,7.53,True,0.43,Urban,0,0,1,0
5981,17,4.51,True,0.37,Urban,0,0,1,0
5982,10,2.69,True,0.57,Urban,0,0,1,0
5983,13,2.79,False,0.32,Urban,0,1,0,0
5984,13,5.54,True,0.47,Urban,0,0,0,1
5985,10,2.16,True,0.49,Urban,0,0,0,1
5986,10,7.87,True,0.44,Urban,1,0,1,0
5987,15,4.58,True,0.41,Rural,0,0,0,0
5988,15,6.0,True,0.5,Urban,1,0,1,0
5989,14,3.44,True,0.41,Urban,1,0,1,0
5990,17,1.97,False,0.34,Urban,1,1,0,0
5991,11,3.11,True,0.5,Urban,0,0,0,0
5992,11,4.9,True,0.43,Urban,0,0,1,0
5993,10,1.0,False,0.46,Urban,0,0,0,1
5994,12,5.22,True,0.38,Rural,0,0,0,1
5995,10,2.97,True,0.41,Urban,0,0,0,1
5996,15,5.86,True,0.33,Rural,1,0,1,0
5997,14,4.96,True,0.32,Rural,1,0,0,0
5998,10,5.87,True,0.5,Rural,1,0,1,0
5999,16,3.99,True,0.42,Urban,1,0,1,0
6000,12,3.73,True,0.36,Urban,1,0,1,0
6001,16,6.22,True,0.35,Urban,0,0,1,0
6002,14,5.23,True,0.36,Urban,1,0,1,0
6003,14,5.12,True,0.34,Rural,1,0,1,0
6004,13,3.89,True,0.35,Urban,1,0,0,1
6005,9,4.4,True,0.42,Rural,0,0,1,0
6006,16,3.58,True,0.45,Urban,1,0,0,1
6007,13,6.52,True,0.36,Urban,0,0,1,0
6008,15,3.39,True,0.45,Rural,0,0,1,0
6009,8,7.25,True,0.51,Rural,0,0,0,0
6010,12,4.29,True,0.46,Urban,0,0,1,0
6011,8,3.33,True,0.42,Rural,0,0,0,1
6012,17,5.34,True,0.43,Urban,1,0,0,0
6013,18,5.55,True,0.44,Urban,1,0,0,1
6014,15,4.48,True,0.5,Urban,0,0,0,1
6015,15,3.04,True,0.49,Urban,0,1,0,0
6016,8,3.0,True,0.46,Rural,1,0,0,1
6017,16,4.57,True,0.43,Urban,0,0,0,1
6018,9,1.18,False,0.46,Rural,0,0,0,1
6019,16,2.76,False,0.32,Urban,1,0,0,1
6020,8,1.19,False,0.55,Rural,0,0,1,0
6021,17,4.05,True,0.41,Urban,1,0,0,0
6022,16,4.09,True,0.49,Urban,1,0,1,0
6023,11,3.29,True,0.46,Rural,1,1,0,0
6024,16,4.6,True,0.31,Urban,1,0,1,0
6025,14,7.4,True,0.32,Rural,1,0,1,0
6026,18,4.2,True,0.36,Rural,1,0,1,0
6027,13,4.58,True,0.41,Urban,1,0,1,0
6028,12,2.42,False,0.3,Urban,0,1,0,0
6029,18,3.28,True,0.46,Urban,0,0,1,0
6030,16,4.0,True,0.32,Urban,1,0,0,1
6031,9,6.05,True,0.53,Rural,0,0,0,0
6032,18,5.27,True,0.32,Urban,1,1,0,0
6033,9,1.73,False,0.47,Urban,1,0,0,0
6034,18,5.0,True,0.34,Urban,1,0,1,0
6035,16,5.47,True,0.4,Urban,0,1,0,0
6036,10,7.38,True,0.57,Urban,1,0,0,0
6037,15,4.11,True,0.47,Urban,0,0,1,0
6038,18,3.86,True,0.36,Urban,1,0,1,0
6039,16,4.98,True,0.48,Urban,1,0,1,0
6040,15,3.51,True,0.46,Urban,1,1,0,0
6041,11,3.2,True,0.35,Urban,0,0,1,0
6042,8,8.18,True,0.46,Urban,0,0,0,1
6043,11,2.69,False,0.39,Urban,0,1,0,0
6044,16,3.9,True,0.32,Urban,0,0,0,1
6045,9,6.76,True,0.42,Urban,0,0,0,1
6046,10,0.0,False,0.45,Urban,1,0,1,0
6047,17,4.43,True,0.32,Urban,1,0,1,0
6048,15,6.51,True,0.46,Urban,0,0,0,0
6049,13,5.06,True,0.48,Rural,0,0,0,0
6050,15,3.58,True,0.47,Rural,1,0,0,1
6051,14,3.42,True,0.47,Urban,1,0,1,0
6052,12,6.41,True,0.42,Urban,0,0,0,1
6053,16,5.33,True,0.33,Rural,1,0,1,0
6054,11,3.52,True,0.49,Rural,1,1,0,0
6055,13,4.84,True,0.49,Urban,1,0,1,0
6056,9,7.83,True,0.49,Urban,0,0,0,1
6057,9,4.03,True,0.41,Urban,1,0,0,1
6058,9,0.0,False,0.51,Urban,1,0,0,0
6059,17,3.14,True,0.43,Urban,1,0,1,0
6060,14,5.7,True,0.39,Rural,1,0,0,1
6061,9,6.07,True,0.52,Rural,0,0,1,0
6062,9,0.0,False,0.5,Urban,0,0,1,0
6063,16,6.35,True,0.37,Rural,1,0,1,0
6064,14,3.78,True,0.4,Urban,0,0,0,0
6065,18,4.93,True,0.47,Rural,1,0,0,0
6066,10,7.65,True,0.57,Rural,1,0,0,1
6067,10,2.64,True,0.45,Urban,1,0,0,1
6068,14,4.52,True,0.45,Urban,0,1,0,0
6069,12,5.02,True,0.41,Urban,1,0,1,0
6070,17,3.94,True,0.42,Rural,1,0,0,1
6071,13,4.0,True,0.46,Urban,1,0,0,1
6072,15,3.95,True,0.42,Urban,0,1,0,0
6073,16,4.97,True,0.38,Urban,0,0,0,1
6074,8,2.88,True,0.43,Rural,0,0,0,1
6075,10,5.77,True,0.56,Urban,1,0,1,0
6076,18,5.01,True,0.45,Urban,0,0,0,1
6077,14,4.94,True,0.43,Urban,0,0,1,0
6078,13,4.64,True,0.5,Rural,1,0,1,0
6079,14,4.56,True,0.5,Rural,1,1,0,0
6080,15,4.04,True,0.37,Urban,1,1,0,0
6081,13,4.54,True,0.46,Urban,0,0,1,0
6082,10,1.91,False,0.54,Rural,0,0,0,1
6083,9,6.62,True,0.46,Urban,0,0,0,0
6084,14,5.89,True,0.32,Urban,0,0,0,1
6085,18,4.87,True,0.43,Urban,1,0,0,1
6086,8,2.67,True,0.58,Urban,0,0,0,1
6087,10,0.0,False,0.6,Urban,0,0,0,1
6088,18,3.75,True,0.31,Urban,1,1,0,0
6089,11,4.92,True,0.43,Urban,1,0,1,0
6090,8,0.16,False,0.59,Rural,1,0,1,0
6091,12,3.56,True,0.32,Rural,0,0,0,0
6092,17,4.63,True,0.32,Rural,0,1,0,0
6093,10,3.33,True,0.55,Rural,1,0,0,1
6094,9,4.2,True,0.57,Urban,1,0,0,0
6095,10,0.0,False,0.44,Urban,1,0,0,1
6096,15,3.77,True,0.42,Rural,0,1,0,0
6097,13,4.23,True,0.32,Urban,1,0,0,1
6098,14,4.69,True,0.44,Urban,1,0,1,0
6099,13,4.56,True,0.32,Urban,0,0,0,0
6100,13,6.08,True,0.48,Urban,1,1,0,0
6101,10,4.5,True,0.44,Urban,0,0,0,0
6102,15,2.31,False,0.48,Urban,1,0,0,0
6103,14,3.89,True,0.32,Rural,0,1,0,0
6104,14,3.97,True,0.35,Urban,1,1,0,0
6105,13,3.88,True,0.41,Urban,0,0,0,1
6106,12,4.91,True,0.46,Urban,1,0,1,0
6107,17,4.59,True,0.4,Urban,1,0,0,1
6108,15,3.63,True,0.34,Rural,1,0,1,0
6109,12,3.36,True,0.41,Rural,1,0,1,0
6110,16,2.66,False,0.45,Rural,0,1,0,0
6111,16,6.55,True,0.31,Urban,1,0,0,1
6112,8,6.76,True,0.43,Urban,1,0,0,0
6113,13,5.33,True,0.39,Urban,0,0,1,0
6114,14,4.85,True,0.49,Rural,1,0,1,0
6115,10,4.12,True,0.56,Rural,1,0,1,0
6116,14,6.21,True,0.45,Rural,0,1,0,0
6117,18,5.05,True,0.48,Rural,1,0,1,0
6118,18,5.36,True,0.32,Urban,0,0,1,0
6119,14,5.21,True,0.44,Urban,0,1,0,0
6120,18,4.68,True,0.49,Urban,0,0,1,0
6121,9,1.8,False,0.57,Urban,1,0,0,0
6122,14,3.12,True,0.47,Rural,1,0,0,1
6123,8,4.51,True,0.43,Urban,1,0,1,0
6124,12,4.83,True,0.32,Urban,1,0,1,0
6125,16,3.17,True,0.37,Urban,0,0,1,0
6126,14,5.66,True,0.35,Urban,1,0,1,0
6127,14,3.35,True,0.5,Rural,1,0,1,0
6128,18,4.67,True,0.31,Urban,0,1,0,0
6129,9,3.73,True,0.47,Rural,0,0,1,0
6130,15,4.95,True,0.31,Rural,1,0,0,1
6131,10,5.51,True,0.59,Urban,1,0,0,1
6132,15,2.68,False,0.36,Rural,0,0,0,0
6133,10,2.85,True,0.59,Urban,1,0,1,0
6134,17,1.66,False,0.37,Urban,0,0,1,0
6135,14,4.56,True,0.36,Urban,0,0,1,0
6136,9,5.68,True,0.52,Urban,0,0,1,0
6137,11,6.98,True,0.5,Rural,1,0,0,1
6138,18,4.79,True,0.49,Urban,0,1,0,0
6139,13,4.34,True,0.31,Urban,1,0,1,0
6140,18,5.94,True,0.43,Urban,0,1,0,0
6141,16,5.53,True,0.42,Rural,0,0,0,0
6142,12,4.78,True,0.47,Urban,1,0,1,0
6143,16,4.96,True,0.5,Urban,1,0,1,0
6144,12,3.36,True,0.3,Urban,0,0,1,0
6145,17,2.93,False,0.47,Rural,1,0,0,1
6146,15,3.34,True,0.34,Urban,0,0,1,0
6147,8,3.33,True,0.52,Rural,0,0,1,0
6148,14,4.03,True,0.44,Rural,1,0,0,1
6149,11,3.1,True,0.42,Urban,0,1,0,0
6150,12,4.93,True,0.31,Urban,1,1,0,0
